S/No,CustomerID,FirstName,LastName,Gender,Email,City,Country,Region
10123,C10123,First10123,Last10123,M,user10123@example.com,Nairobi,Kenya,East Africa
10124,C10124,First10124,Last10124,F,user10124@example.com,Nairobi,Kenya,East Africa
10125,C10125,First10125,Last10125,M,user10125@example.com,Accra,Ghana,West Africa
10126,C10126,First10126,Last10126,F,user10126@example.com,Nairobi,Kenya,East Africa
10127,C10127,First10127,Last10127,M,user10127@example.com,Lagos,Nigeria,West Africa
10128,C10128,First10128,Last10128,F,user10128@example.com,Nairobi,Kenya,East Africa
10129,C10129,First10129,Last10129,M,user10129@example.com,Manchester,UK,Europe
10130,C10130,First10130,Last10130,F,user10130@example.com,Manchester,UK,Europe
10131,C10131,First10131,Last10131,M,user10131@example.com,Johannesburg,South Africa,Southern Africa
10132,C10132,First10132,Last10132,F,user10132@example.com,Nairobi,Kenya,East Africa
10133,C10133,First10133,Last10133,M,user10133@example.com,Nairobi,Kenya,East Africa
10134,C10134,First10134,Last10134,F,user10134@example.com,Kumasi,Ghana,West Africa
10135,C10135,First10135,Last10135,M,user10135@example.com,Ibadan,Nigeria,West Africa
10136,C10136,First10136,Last10136,F,user10136@example.com,Nairobi,Kenya,East Africa
10137,C10137,First10137,Last10137,M,user10137@example.com,Nairobi,Kenya,East Africa
10138,C10138,First10138,Last10138,F,user10138@example.com,Lagos,Nigeria,West Africa
10139,C10139,First10139,Last10139,M,user10139@example.com,Johannesburg,South Africa,Southern Africa
10140,C10140,First10140,Last10140,F,user10140@example.com,Johannesburg,South Africa,Southern Africa
10141,C10141,First10141,Last10141,M,user10141@example.com,Lagos,Nigeria,West Africa
10142,C10142,First10142,Last10142,F,user10142@example.com,Johannesburg,South Africa,Southern Africa
10143,C10143,First10143,Last10143,M,user10143@example.com,Johannesburg,South Africa,Southern Africa
10144,C10144,First10144,Last10144,F,user10144@example.com,Manchester,UK,Europe
10145,C10145,First10145,Last10145,M,user10145@example.com,Johannesburg,South Africa,Southern Africa
10146,C10146,First10146,Last10146,F,user10146@example.com,Abuja,Nigeria,West Africa
10147,C10147,First10147,Last10147,M,user10147@example.com,Johannesburg,South Africa,Southern Africa
10148,C10148,First10148,Last10148,F,user10148@example.com,Ibadan,Nigeria,West Africa
10149,C10149,First10149,Last10149,M,user10149@example.com,London,UK,Europe
10150,C10150,First10150,Last10150,F,user10150@example.com,Manchester,UK,Europe
10151,C10151,First10151,Last10151,M,user10151@example.com,Ibadan,Nigeria,West Africa
10152,C10152,First10152,Last10152,F,user10152@example.com,Manchester,UK,Europe
10153,C10153,First10153,Last10153,M,user10153@example.com,Johannesburg,South Africa,Southern Africa
10154,C10154,First10154,Last10154,F,user10154@example.com,Johannesburg,South Africa,Southern Africa
10155,C10155,First10155,Last10155,M,user10155@example.com,Abuja,Nigeria,West Africa
10156,C10156,First10156,Last10156,F,user10156@example.com,Nairobi,Kenya,East Africa
10157,C10157,First10157,Last10157,M,user10157@example.com,Nairobi,Kenya,East Africa
10158,C10158,First10158,Last10158,F,user10158@example.com,Manchester,UK,Europe
10159,C10159,First10159,Last10159,M,user10159@example.com,Johannesburg,South Africa,Southern Africa
10160,C10160,First10160,Last10160,F,user10160@example.com,Manchester,UK,Europe
10161,C10161,First10161,Last10161,M,user10161@example.com,London,UK,Europe
10162,C10162,First10162,Last10162,F,user10162@example.com,Ibadan,Nigeria,West Africa
10163,C10163,First10163,Last10163,M,user10163@example.com,Accra,Ghana,West Africa
10164,C10164,First10164,Last10164,F,user10164@example.com,Johannesburg,South Africa,Southern Africa
10165,C10165,First10165,Last10165,M,user10165@example.com,Manchester,UK,Europe
10166,C10166,First10166,Last10166,F,user10166@example.com,London,UK,Europe
10167,C10167,First10167,Last10167,M,user10167@example.com,Nairobi,Kenya,East Africa
10168,C10168,First10168,Last10168,F,user10168@example.com,Manchester,UK,Europe
10169,C10169,First10169,Last10169,M,user10169@example.com,Nairobi,Kenya,East Africa
10170,C10170,First10170,Last10170,F,user10170@example.com,Nairobi,Kenya,East Africa
10171,C10171,First10171,Last10171,M,user10171@example.com,Accra,Ghana,West Africa
10172,C10172,First10172,Last10172,F,user10172@example.com,Manchester,UK,Europe
10173,C10173,First10173,Last10173,M,user10173@example.com,London,UK,Europe
10174,C10174,First10174,Last10174,F,user10174@example.com,Kumasi,Ghana,West Africa
10175,C10175,First10175,Last10175,M,user10175@example.com,Johannesburg,South Africa,Southern Africa
10176,C10176,First10176,Last10176,F,user10176@example.com,Nairobi,Kenya,East Africa
10177,C10177,First10177,Last10177,M,user10177@example.com,Accra,Ghana,West Africa
10178,C10178,First10178,Last10178,F,user10178@example.com,Abuja,Nigeria,West Africa
10179,C10179,First10179,Last10179,M,user10179@example.com,Kumasi,Ghana,West Africa
10180,C10180,First10180,Last10180,F,user10180@example.com,Nairobi,Kenya,East Africa
10181,C10181,First10181,Last10181,M,user10181@example.com,Ibadan,Nigeria,West Africa
10182,C10182,First10182,Last10182,F,user10182@example.com,Manchester,UK,Europe
10183,C10183,First10183,Last10183,M,user10183@example.com,Nairobi,Kenya,East Africa
10184,C10184,First10184,Last10184,F,user10184@example.com,Manchester,UK,Europe
10185,C10185,First10185,Last10185,M,user10185@example.com,Accra,Ghana,West Africa
10186,C10186,First10186,Last10186,F,user10186@example.com,Abuja,Nigeria,West Africa
10187,C10187,First10187,Last10187,M,user10187@example.com,Nairobi,Kenya,East Africa
10188,C10188,First10188,Last10188,F,user10188@example.com,Nairobi,Kenya,East Africa
10189,C10189,First10189,Last10189,M,user10189@example.com,Nairobi,Kenya,East Africa
10190,C10190,First10190,Last10190,F,user10190@example.com,Nairobi,Kenya,East Africa
10191,C10191,First10191,Last10191,M,user10191@example.com,Accra,Ghana,West Africa
10192,C10192,First10192,Last10192,F,user10192@example.com,Ibadan,Nigeria,West Africa
10193,C10193,First10193,Last10193,M,user10193@example.com,Accra,Ghana,West Africa
10194,C10194,First10194,Last10194,F,user10194@example.com,Nairobi,Kenya,East Africa
10195,C10195,First10195,Last10195,M,user10195@example.com,Accra,Ghana,West Africa
10196,C10196,First10196,Last10196,F,user10196@example.com,London,UK,Europe
10197,C10197,First10197,Last10197,M,user10197@example.com,London,UK,Europe
10198,C10198,First10198,Last10198,F,user10198@example.com,Manchester,UK,Europe
10199,C10199,First10199,Last10199,M,user10199@example.com,Ibadan,Nigeria,West Africa
10200,C10200,First10200,Last10200,F,user10200@example.com,Nairobi,Kenya,East Africa
10201,C10201,First10201,Last10201,M,user10201@example.com,Johannesburg,South Africa,Southern Africa
10202,C10202,First10202,Last10202,F,user10202@example.com,Nairobi,Kenya,East Africa
10203,C10203,First10203,Last10203,M,user10203@example.com,Manchester,UK,Europe
10204,C10204,First10204,Last10204,F,user10204@example.com,Nairobi,Kenya,East Africa
10205,C10205,First10205,Last10205,M,user10205@example.com,Kumasi,Ghana,West Africa
10206,C10206,First10206,Last10206,F,user10206@example.com,Manchester,UK,Europe
10207,C10207,First10207,Last10207,M,user10207@example.com,Manchester,UK,Europe
10208,C10208,First10208,Last10208,F,user10208@example.com,Nairobi,Kenya,East Africa
10209,C10209,First10209,Last10209,M,user10209@example.com,Johannesburg,South Africa,Southern Africa
10210,C10210,First10210,Last10210,F,user10210@example.com,Johannesburg,South Africa,Southern Africa
10211,C10211,First10211,Last10211,M,user10211@example.com,Nairobi,Kenya,East Africa
10212,C10212,First10212,Last10212,F,user10212@example.com,Ibadan,Nigeria,West Africa
10213,C10213,First10213,Last10213,M,user10213@example.com,Accra,Ghana,West Africa
10214,C10214,First10214,Last10214,F,user10214@example.com,Abuja,Nigeria,West Africa
10215,C10215,First10215,Last10215,M,user10215@example.com,Manchester,UK,Europe
10216,C10216,First10216,Last10216,F,user10216@example.com,Johannesburg,South Africa,Southern Africa
10217,C10217,First10217,Last10217,M,user10217@example.com,Nairobi,Kenya,East Africa
10218,C10218,First10218,Last10218,F,user10218@example.com,Kumasi,Ghana,West Africa
10219,C10219,First10219,Last10219,M,user10219@example.com,Lagos,Nigeria,West Africa
10220,C10220,First10220,Last10220,F,user10220@example.com,Kumasi,Ghana,West Africa
10221,C10221,First10221,Last10221,M,user10221@example.com,Nairobi,Kenya,East Africa
10222,C10222,First10222,Last10222,F,user10222@example.com,Nairobi,Kenya,East Africa
10223,C10223,First10223,Last10223,M,user10223@example.com,Lagos,Nigeria,West Africa
10224,C10224,First10224,Last10224,F,user10224@example.com,London,UK,Europe
10225,C10225,First10225,Last10225,M,user10225@example.com,Lagos,Nigeria,West Africa
10226,C10226,First10226,Last10226,F,user10226@example.com,Nairobi,Kenya,East Africa
10227,C10227,First10227,Last10227,M,user10227@example.com,Manchester,UK,Europe
10228,C10228,First10228,Last10228,F,user10228@example.com,Johannesburg,South Africa,Southern Africa
10229,C10229,First10229,Last10229,M,user10229@example.com,Abuja,Nigeria,West Africa
10230,C10230,First10230,Last10230,F,user10230@example.com,Ibadan,Nigeria,West Africa
10231,C10231,First10231,Last10231,M,user10231@example.com,Ibadan,Nigeria,West Africa
10232,C10232,First10232,Last10232,F,user10232@example.com,Kumasi,Ghana,West Africa
10233,C10233,First10233,Last10233,M,user10233@example.com,Nairobi,Kenya,East Africa
10234,C10234,First10234,Last10234,F,user10234@example.com,Johannesburg,South Africa,Southern Africa
10235,C10235,First10235,Last10235,M,user10235@example.com,London,UK,Europe
10236,C10236,First10236,Last10236,F,user10236@example.com,London,UK,Europe
10237,C10237,First10237,Last10237,M,user10237@example.com,Johannesburg,South Africa,Southern Africa
10238,C10238,First10238,Last10238,F,user10238@example.com,Manchester,UK,Europe
10239,C10239,First10239,Last10239,M,user10239@example.com,Manchester,UK,Europe
10240,C10240,First10240,Last10240,F,user10240@example.com,Accra,Ghana,West Africa
10241,C10241,First10241,Last10241,M,user10241@example.com,Ibadan,Nigeria,West Africa
10242,C10242,First10242,Last10242,F,user10242@example.com,Nairobi,Kenya,East Africa
10243,C10243,First10243,Last10243,M,user10243@example.com,Kumasi,Ghana,West Africa
10244,C10244,First10244,Last10244,F,user10244@example.com,Nairobi,Kenya,East Africa
10245,C10245,First10245,Last10245,M,user10245@example.com,London,UK,Europe
10246,C10246,First10246,Last10246,F,user10246@example.com,Johannesburg,South Africa,Southern Africa
10247,C10247,First10247,Last10247,M,user10247@example.com,Manchester,UK,Europe
10248,C10248,First10248,Last10248,F,user10248@example.com,Nairobi,Kenya,East Africa
10249,C10249,First10249,Last10249,M,user10249@example.com,Accra,Ghana,West Africa
10250,C10250,First10250,Last10250,F,user10250@example.com,Johannesburg,South Africa,Southern Africa
10251,C10251,First10251,Last10251,M,user10251@example.com,London,UK,Europe
10252,C10252,First10252,Last10252,F,user10252@example.com,Nairobi,Kenya,East Africa
10253,C10253,First10253,Last10253,M,user10253@example.com,Abuja,Nigeria,West Africa
10254,C10254,First10254,Last10254,F,user10254@example.com,Johannesburg,South Africa,Southern Africa
10255,C10255,First10255,Last10255,M,user10255@example.com,Kumasi,Ghana,West Africa
10256,C10256,First10256,Last10256,F,user10256@example.com,Manchester,UK,Europe
10257,C10257,First10257,Last10257,M,user10257@example.com,Kumasi,Ghana,West Africa
10258,C10258,First10258,Last10258,F,user10258@example.com,Accra,Ghana,West Africa
10259,C10259,First10259,Last10259,M,user10259@example.com,Johannesburg,South Africa,Southern Africa
10260,C10260,First10260,Last10260,F,user10260@example.com,Johannesburg,South Africa,Southern Africa
10261,C10261,First10261,Last10261,M,user10261@example.com,Accra,Ghana,West Africa
10262,C10262,First10262,Last10262,F,user10262@example.com,Abuja,Nigeria,West Africa
10263,C10263,First10263,Last10263,M,user10263@example.com,Kumasi,Ghana,West Africa
10264,C10264,First10264,Last10264,F,user10264@example.com,Accra,Ghana,West Africa
10265,C10265,First10265,Last10265,M,user10265@example.com,London,UK,Europe
10266,C10266,First10266,Last10266,F,user10266@example.com,Manchester,UK,Europe
10267,C10267,First10267,Last10267,M,user10267@example.com,Ibadan,Nigeria,West Africa
10268,C10268,First10268,Last10268,F,user10268@example.com,Nairobi,Kenya,East Africa
10269,C10269,First10269,Last10269,M,user10269@example.com,Johannesburg,South Africa,Southern Africa
10270,C10270,First10270,Last10270,F,user10270@example.com,Manchester,UK,Europe
10271,C10271,First10271,Last10271,M,user10271@example.com,Nairobi,Kenya,East Africa
10272,C10272,First10272,Last10272,F,user10272@example.com,London,UK,Europe
10273,C10273,First10273,Last10273,M,user10273@example.com,London,UK,Europe
10274,C10274,First10274,Last10274,F,user10274@example.com,London,UK,Europe
10275,C10275,First10275,Last10275,M,user10275@example.com,Johannesburg,South Africa,Southern Africa
10276,C10276,First10276,Last10276,F,user10276@example.com,London,UK,Europe
10277,C10277,First10277,Last10277,M,user10277@example.com,Kumasi,Ghana,West Africa
10278,C10278,First10278,Last10278,F,user10278@example.com,Ibadan,Nigeria,West Africa
10279,C10279,First10279,Last10279,M,user10279@example.com,Abuja,Nigeria,West Africa
10280,C10280,First10280,Last10280,F,user10280@example.com,Nairobi,Kenya,East Africa
10281,C10281,First10281,Last10281,M,user10281@example.com,Kumasi,Ghana,West Africa
10282,C10282,First10282,Last10282,F,user10282@example.com,London,UK,Europe
10283,C10283,First10283,Last10283,M,user10283@example.com,Lagos,Nigeria,West Africa
10284,C10284,First10284,Last10284,F,user10284@example.com,Lagos,Nigeria,West Africa
10285,C10285,First10285,Last10285,M,user10285@example.com,Lagos,Nigeria,West Africa
10286,C10286,First10286,Last10286,F,user10286@example.com,Ibadan,Nigeria,West Africa
10287,C10287,First10287,Last10287,M,user10287@example.com,Nairobi,Kenya,East Africa
10288,C10288,First10288,Last10288,F,user10288@example.com,Accra,Ghana,West Africa
10289,C10289,First10289,Last10289,M,user10289@example.com,Johannesburg,South Africa,Southern Africa
10290,C10290,First10290,Last10290,F,user10290@example.com,Accra,Ghana,West Africa
10291,C10291,First10291,Last10291,M,user10291@example.com,Accra,Ghana,West Africa
10292,C10292,First10292,Last10292,F,user10292@example.com,Nairobi,Kenya,East Africa
10293,C10293,First10293,Last10293,M,user10293@example.com,Lagos,Nigeria,West Africa
10294,C10294,First10294,Last10294,F,user10294@example.com,Manchester,UK,Europe
10295,C10295,First10295,Last10295,M,user10295@example.com,Abuja,Nigeria,West Africa
10296,C10296,First10296,Last10296,F,user10296@example.com,London,UK,Europe
10297,C10297,First10297,Last10297,M,user10297@example.com,London,UK,Europe
10298,C10298,First10298,Last10298,F,user10298@example.com,Accra,Ghana,West Africa
10299,C10299,First10299,Last10299,M,user10299@example.com,London,UK,Europe
10300,C10300,First10300,Last10300,F,user10300@example.com,Nairobi,Kenya,East Africa
10301,C10301,First10301,Last10301,M,user10301@example.com,Manchester,UK,Europe
10302,C10302,First10302,Last10302,F,user10302@example.com,Kumasi,Ghana,West Africa
10303,C10303,First10303,Last10303,M,user10303@example.com,London,UK,Europe
10304,C10304,First10304,Last10304,F,user10304@example.com,Accra,Ghana,West Africa
10305,C10305,First10305,Last10305,M,user10305@example.com,Nairobi,Kenya,East Africa
10306,C10306,First10306,Last10306,F,user10306@example.com,Johannesburg,South Africa,Southern Africa
10307,C10307,First10307,Last10307,M,user10307@example.com,Manchester,UK,Europe
10308,C10308,First10308,Last10308,F,user10308@example.com,Kumasi,Ghana,West Africa
10309,C10309,First10309,Last10309,M,user10309@example.com,Lagos,Nigeria,West Africa
10310,C10310,First10310,Last10310,F,user10310@example.com,Johannesburg,South Africa,Southern Africa
10311,C10311,First10311,Last10311,M,user10311@example.com,Accra,Ghana,West Africa
10312,C10312,First10312,Last10312,F,user10312@example.com,Nairobi,Kenya,East Africa
10313,C10313,First10313,Last10313,M,user10313@example.com,Kumasi,Ghana,West Africa
10314,C10314,First10314,Last10314,F,user10314@example.com,Abuja,Nigeria,West Africa
10315,C10315,First10315,Last10315,M,user10315@example.com,Nairobi,Kenya,East Africa
10316,C10316,First10316,Last10316,F,user10316@example.com,Johannesburg,South Africa,Southern Africa
